Item Code,Item Created On,Item Updated On,Item Status,GRN Number,Shelf Code,Category,Item Type Name,Brand,Colour,Size,Item Type skuCode,Vendor skuCode,Expires On,Unit price without tax,Unit price with tax,Custom Field Values,Days in warehouse,Inventory type,Sub_category,Putaway Code,Picklist Code,Gatepass Code,Facility Id
RTD762739,11-10-2025 10:33,01-06-2026 17:57,GOOD_INVENTORY,G5782,DEFAULT,Insole,Frido Silicone Gel Insole  L - Transparent,FRIDO,,,FR-SGI-TP-L1,FR-SGI-TP-L1,,50,59,,233,GOOD_INVENTORY,Silicone Gel Insole,PT7868,,,83921
RTD763083,11-10-2025 10:33,01-06-2026 17:57,GOOD_INVENTORY,G5782,DEFAULT,Insole,Frido Silicone Gel Insole  L - Transparent,FRIDO,,,FR-SGI-TP-L1,FR-SGI-TP-L1,,50,59,,233,GOOD_INVENTORY,Silicone Gel Insole,PT7868,,,83921
RTD763400,11-10-2025 10:33,01-06-2026 17:57,GOOD_INVENTORY,G5782,DEFAULT,Insole,Frido Silicone Gel Insole  L - Transparent,FRIDO,,,FR-SGI-TP-L1,FR-SGI-TP-L1,,50,59,,233,GOOD_INVENTORY,Silicone Gel Insole,PT7868,,,83921
RTD764199,11-10-2025 10:37,01-06-2026 17:57,GOOD_INVENTORY,G5782,DEFAULT,Insole,Frido Silicone Gel Insole  L - Beige,FRIDO,,,FR-SGI-BE-L1,FR-SGI-BE-L1,,50,59,,233,GOOD_INVENTORY,Silicone Gel Insole,PT7868,,,83921
RTD764516,11-10-2025 10:37,01-06-2026 17:57,GOOD_INVENTORY,G5782,DEFAULT,Insole,Frido Silicone Gel Insole  L - Beige,FRIDO,,,FR-SGI-BE-L1,FR-SGI-BE-L1,,50,59,,233,GOOD_INVENTORY,Silicone Gel Insole,PT7868,,,83921
RTD879369,05-11-2025 09:19,01-06-2026 17:57,GOOD_INVENTORY,G6142,DEFAULT,Socks,Frido Active Socks - Charcoal Grey - S1,FRIDO,,,FR-AS-CG-S1,FR-AS-CG-S1,,50,59,,208,GOOD_INVENTORY,,PT8260,,,83921
RTD879457,05-11-2025 09:19,01-06-2026 17:57,GOOD_INVENTORY,G6142,DEFAULT,Socks,Frido Active Socks - Charcoal Grey - S1,FRIDO,,,FR-AS-CG-S1,FR-AS-CG-S1,,50,59,,208,GOOD_INVENTORY,,PT8260,,,83921
RTD896738,10-11-2025 14:08,01-06-2026 17:57,GOOD_INVENTORY,G6238,DEFAULT,Socks,Frido Active Socks Cyan - Small,FRIDO,Cyan,,FR-ASC-S1,FR-ASC-S1,,50,59,,203,GOOD_INVENTORY,,PT8368,,,83921
RTD897006,10-11-2025 14:08,01-06-2026 17:57,GOOD_INVENTORY,G6238,DEFAULT,Socks,Frido Active Socks Cyan - Small,FRIDO,Cyan,,FR-ASC-S1,FR-ASC-S1,,50,59,,203,GOOD_INVENTORY,,PT8368,,,83921
RTD1003195,10-12-2025 15:36,01-06-2026 17:57,GOOD_INVENTORY,G6707,DEFAULT,Socks,Frido Active Socks - Ankle Length - Cyan -S,FRIDO,,,FR-AS-AL-C-S1,FR-AS-AL-C-S1,,50,59,,173,GOOD_INVENTORY,,PT8857,,,83921
RTD1007877,12-12-2025 15:18,01-06-2026 17:57,GOOD_INVENTORY,G6739,DEFAULT,Socks,Frido Active Socks - Ankle Length - Neon Green - S,FRIDO,,,FR-AS-AL-NG-S1,FR-AS-AL-NG-S1,,50,59,,171,GOOD_INVENTORY,,PT8893,,,83921
RTD1008580,12-12-2025 15:26,01-06-2026 17:57,GOOD_INVENTORY,G6739,DEFAULT,Socks,Frido Active Socks - Ankle Length - Charcoal Grey - S,FRIDO,,,FR-AS-AL-CG-S1,FR-AS-AL-CG-S1,,50,59,,171,GOOD_INVENTORY,,PT8893,,,83921
RTD1197870,17-01-2026 14:16,01-06-2026 18:07,GOOD_INVENTORY,G7434,Display,Footwear ,Frido Women's Arch Comfort Sandals - Dark Silver-4,FRIDO,Dark Silver,4,FR-WACS-DS-4,FR-WACS-DS-4,,50,59,,135,GOOD_INVENTORY,,PT9623,,,83921
RTD1197872,17-01-2026 14:16,01-06-2026 17:57,GOOD_INVENTORY,G7434,DEFAULT,Footwear ,Frido Women's Arch Comfort Sandals - Dark Silver-4,FRIDO,Dark Silver,4,FR-WACS-DS-4,FR-WACS-DS-4,,50,59,,135,GOOD_INVENTORY,,PT9623,,,83921
RTD1243925,29-01-2026 16:47,01-06-2026 17:57,GOOD_INVENTORY,G7690,DEFAULT,Socks,Winter socks - Yellow(Small - Medium),FRIDO,,,FR-WS-Y-SM1,FR-WS-Y-SM1,,10,10.5,,123,GOOD_INVENTORY,,PT9917,,,83921
RTD1243929,29-01-2026 16:47,01-06-2026 17:57,GOOD_INVENTORY,G7690,DEFAULT,Socks,Winter socks - Yellow(Small - Medium),FRIDO,,,FR-WS-Y-SM1,FR-WS-Y-SM1,,10,10.5,,123,GOOD_INVENTORY,,PT9917,,,83921
RTD1255744,31-01-2026 14:42,01-06-2026 17:57,GOOD_INVENTORY,G7747,DEFAULT,Socks,Frido Active Socks - Ankle Length - Neon Green - S,FRIDO,,,FR-AS-AL-NG-S1,FR-AS-AL-NG-S1,,50,59,,121,GOOD_INVENTORY,,PT9980,,,83921
RTD1299666,09-02-2026 12:05,01-06-2026 17:57,GOOD_INVENTORY,G7939,DEFAULT,Orthotics,Frido Mouse Wrist Support - Left,FRIDO,,,FR-MWS-L1,FR-MWS-L1,,50,59,,112,GOOD_INVENTORY,,PT10206,,,83921
RTD1331261,14-02-2026 11:46,01-06-2026 17:57,GOOD_INVENTORY,G8085,DEFAULT,Socks,Frido Active Socks - Ankle Length� - Core Black - S,FRIDO,,,FR-AS-AL-CB-S1,FR-AS-AL-CB-S1,,50,59,,107,GOOD_INVENTORY,,PT10377,,,83921
RTD1382197,23-02-2026 14:45,01-06-2026 17:57,GOOD_INVENTORY,G8314,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-S,FRIDO,,S,FR-HRX-BFSS-S1,FR-HRX-BFSS-S1,,50,59,,98,GOOD_INVENTORY,,PT10640,,,83921
RTD1542895,20-03-2026 12:11,01-06-2026 17:57,GOOD_INVENTORY,G8979,DEFAULT,Insole,Frido Silicone Gel Insole  L - Grey,FRIDO,,,FR-SGI-G-L1,FR-SGI-G-L1,,50,59,,73,GOOD_INVENTORY,Silicone Gel Insole,PT11405,,,83921
RTD1542921,20-03-2026 12:11,01-06-2026 17:57,GOOD_INVENTORY,G8979,DEFAULT,Insole,Frido Silicone Gel Insole  L - Grey,FRIDO,,,FR-SGI-G-L1,FR-SGI-G-L1,,50,59,,73,GOOD_INVENTORY,Silicone Gel Insole,PT11405,,,83921
RTD1542990,20-03-2026 12:11,01-06-2026 17:57,GOOD_INVENTORY,G8979,DEFAULT,Insole,Frido Silicone Gel Insole  L - Grey,FRIDO,,,FR-SGI-G-L1,FR-SGI-G-L1,,50,59,,73,GOOD_INVENTORY,Silicone Gel Insole,PT11405,,,83921
RTD1543002,20-03-2026 12:11,01-06-2026 17:57,GOOD_INVENTORY,G8979,DEFAULT,Insole,Frido Silicone Gel Insole  L - Grey,FRIDO,,,FR-SGI-G-L1,FR-SGI-G-L1,,50,59,,73,GOOD_INVENTORY,Silicone Gel Insole,PT11405,,,83921
RTD1543047,20-03-2026 12:11,01-06-2026 17:57,GOOD_INVENTORY,G8979,DEFAULT,Insole,Frido Silicone Gel Insole  L - Grey,FRIDO,,,FR-SGI-G-L1,FR-SGI-G-L1,,50,59,,73,GOOD_INVENTORY,Silicone Gel Insole,PT11405,,,83921
RTD1543048,20-03-2026 12:11,01-06-2026 17:57,GOOD_INVENTORY,G8979,DEFAULT,Insole,Frido Silicone Gel Insole  L - Grey,FRIDO,,,FR-SGI-G-L1,FR-SGI-G-L1,,50,59,,73,GOOD_INVENTORY,Silicone Gel Insole,PT11405,,,83921
RTD1554580,21-03-2026 16:12,01-06-2026 17:57,GOOD_INVENTORY,G9012,DEFAULT,Orthotics,Frido Orthotics Knee Cap Support- Black-M,FRIDO,,,FR-OKCS-BLK-M1,FR-OKCS-BLK-M1,,50,59,,72,GOOD_INVENTORY,,PT11439,,,83921
RTD1555837,21-03-2026 16:20,01-06-2026 17:57,GOOD_INVENTORY,G9012,DEFAULT,Insole,Frido Orthopaedic Heel Pad Pro  L - Beige,FRIDO,,,FR-OHPP-BE-L1,FR-OHPP-BE-L1,,10,11.8,,72,GOOD_INVENTORY,Heel Pad Pro,PT11439,,,83921
RTD1555890,21-03-2026 16:20,01-06-2026 17:57,GOOD_INVENTORY,G9012,DEFAULT,Insole,Frido Orthopaedic Heel Pad Pro  L - Beige,FRIDO,,,FR-OHPP-BE-L1,FR-OHPP-BE-L1,,10,11.8,,72,GOOD_INVENTORY,Heel Pad Pro,PT11439,,,83921
RTD1556003,21-03-2026 16:20,01-06-2026 17:57,GOOD_INVENTORY,G9012,DEFAULT,Insole,Frido Orthopaedic Heel Pad Pro  L - Beige,FRIDO,,,FR-OHPP-BE-L1,FR-OHPP-BE-L1,,10,11.8,,72,GOOD_INVENTORY,Heel Pad Pro,PT11439,,,83921
RTDMH26-27008077,03-04-2026 12:15,01-06-2026 17:57,GOOD_INVENTORY,G9348,DEFAULT,Socks,Frido Active Socks Ash Blue - Medium,FRIDO,Ash Blue,,FR-ASAB-M1,FR-ASAB-M1,,50,59,,59,GOOD_INVENTORY,,PT11902,,,83921
RTDMHN-2627050446,11-04-2026 07:43,01-06-2026 17:57,GOOD_INVENTORY,G9558,DEFAULT,Footwear ,Frido Active Walking shoe - Men's - Black-40,FRIDO,Black,6,FR-AWS-M-6-B1,FR-AWS-M-6-B1,,10,11.8,,51,GOOD_INVENTORY,,PT12154,,,83921
RTDMHN-2627050447,11-04-2026 07:43,01-06-2026 17:57,GOOD_INVENTORY,G9558,DEFAULT,Footwear ,Frido Active Walking shoe - Men's - Black-40,FRIDO,Black,6,FR-AWS-M-6-B1,FR-AWS-M-6-B1,,10,11.8,,51,GOOD_INVENTORY,,PT12154,,,83921
RTDMHN-2627050450,11-04-2026 07:43,01-06-2026 17:57,GOOD_INVENTORY,G9558,DEFAULT,Footwear ,Frido Active Walking shoe - Men's - Black-40,FRIDO,Black,6,FR-AWS-M-6-B1,FR-AWS-M-6-B1,,10,11.8,,51,GOOD_INVENTORY,,PT12154,,,83921
RTDMHN-2627066328,15-04-2026 08:15,01-06-2026 17:57,GOOD_INVENTORY,G9647,DEFAULT,Insole,Frido Memory Hi-Per Foam Insoles- Small,FRIDO,,Small,FR-MHFI-S1,FR-MHFI-S1,,50,59,,47,GOOD_INVENTORY,Memory Hi-Per Foam Insoles,PT12262,,,83921
RTDMHN-2627066373,15-04-2026 08:15,01-06-2026 17:57,GOOD_INVENTORY,G9647,DEFAULT,Insole,Frido Memory Hi-Per Foam Insoles- Small,FRIDO,,Small,FR-MHFI-S1,FR-MHFI-S1,,50,59,,47,GOOD_INVENTORY,Memory Hi-Per Foam Insoles,PT12262,,,83921
RTDMHN-2627067031,15-04-2026 08:17,01-06-2026 17:57,GOOD_INVENTORY,G9647,DEFAULT,Insole,Frido Memory Hi-Per Foam Insoles- Large,FRIDO,,large,FR-MHFI-L1,FR-MHFI-L1,,50,59,,47,GOOD_INVENTORY,Memory Hi-Per Foam Insoles,PT12262,,,83921
RTDMHN-2627088086,18-04-2026 15:20,01-06-2026 17:57,GOOD_INVENTORY,G9758,DEFAULT,Insole,Frido Arch Support Insole- Small,FRIDO,,Small,FR-ASI-S,FR-ASI-S,,50,59,,44,GOOD_INVENTORY,Arch Support Insole,PT12407,,,83921
RTDMHN-2627088098,18-04-2026 15:20,01-06-2026 17:57,GOOD_INVENTORY,G9758,DEFAULT,Insole,Frido Arch Support Insole- Small,FRIDO,,Small,FR-ASI-S,FR-ASI-S,,50,59,,44,GOOD_INVENTORY,Arch Support Insole,PT12407,,,83921
RTDMHN-2627088099,18-04-2026 15:20,01-06-2026 17:57,GOOD_INVENTORY,G9758,DEFAULT,Insole,Frido Arch Support Insole- Small,FRIDO,,Small,FR-ASI-S,FR-ASI-S,,50,59,,44,GOOD_INVENTORY,Arch Support Insole,PT12407,,,83921
RTDMHN-2627088102,18-04-2026 15:20,01-06-2026 17:57,GOOD_INVENTORY,G9758,DEFAULT,Insole,Frido Arch Support Insole- Small,FRIDO,,Small,FR-ASI-S,FR-ASI-S,,50,59,,44,GOOD_INVENTORY,Arch Support Insole,PT12407,,,83921
RTDMHN-2627091252,18-04-2026 20:28,01-06-2026 18:07,GOOD_INVENTORY,G9767,Display,Footwear ,Frido Active Walking shoe - Men's - Black-44,FRIDO,Black,10,FR-AWS-M-10-B1,FR-AWS-M-10-B1,,10,11.8,,44,GOOD_INVENTORY,,PT12420,,,83921
RTDMHN-2627094559,20-04-2026 09:26,01-06-2026 17:57,GOOD_INVENTORY,G9783,DEFAULT,Pillows,Frido Kids Travel Neck Pillow - Bluish Grey,FRIDO,Bluish Grey,,FR-KTNP-BG1,FR-KTNP-BG1,,10,11.8,,42,GOOD_INVENTORY,,PT12445,,,83921
RTDMHN-2627094616,20-04-2026 09:26,01-06-2026 17:57,GOOD_INVENTORY,G9783,DEFAULT,Pillows,Frido Kids Travel Neck Pillow - Bluish Grey,FRIDO,Bluish Grey,,FR-KTNP-BG1,FR-KTNP-BG1,,10,11.8,,42,GOOD_INVENTORY,,PT12445,,,83921
RTDMHN-2627097267,20-04-2026 12:52,01-06-2026 18:07,GOOD_INVENTORY,G9789,Display,Footwear ,Frido Active Walking shoe - Women's - Black-40,FRIDO,Black,7,FR-AWS-W-7-B1,FR-AWS-W-7-B1,,10,11.8,,42,GOOD_INVENTORY,,PT12459,,,83921
RTDMHN-2627097273,20-04-2026 12:52,01-06-2026 17:57,GOOD_INVENTORY,G9789,DEFAULT,Footwear ,Frido Active Walking shoe - Women's - Black-40,FRIDO,Black,7,FR-AWS-W-7-B1,FR-AWS-W-7-B1,,10,11.8,,42,GOOD_INVENTORY,,PT12459,,,83921
RTDMHN-2627098070,20-04-2026 15:12,01-06-2026 17:57,GOOD_INVENTORY,G9791,DEFAULT,Socks,Active socks (quarter length) - Core White -M (UK 6-9),FRIDO,,,FR-AS-QL-CW-M,FR-AS-QL-CW-M,,10,11.8,,42,GOOD_INVENTORY,,PT12463,,,83921
RTDMHN-2627098236,20-04-2026 15:12,01-06-2026 17:57,GOOD_INVENTORY,G9791,DEFAULT,Socks,Active socks (quarter length) - Core White -M (UK 6-9),FRIDO,,,FR-AS-QL-CW-M,FR-AS-QL-CW-M,,10,11.8,,42,GOOD_INVENTORY,,PT12463,,,83921
RTDMHN-2627104048,21-04-2026 13:47,01-06-2026 18:07,GOOD_INVENTORY,G9814,Display,Footwear ,Frido Puneri Chappal - Men - Burgundy-8,FRIDO,Burgundy,,FR-PC-M-BG-8,FR-PC-M-BG-8,,10,11.8,,41,GOOD_INVENTORY,,PT12489,,,83921
RTDMHN-2627110663,22-04-2026 15:55,01-06-2026 17:57,GOOD_INVENTORY,G9834,DEFAULT,Insole,Frido Dual Gel Pro Insoles - Small,FRIDO,,Small,FR-DGPI-S1,FR-DGPI-S1,,50,59,,40,GOOD_INVENTORY,Dual Gel Pro Insoles,PT12518,,,83921
RTDMHN-2627110697,22-04-2026 15:55,01-06-2026 17:57,GOOD_INVENTORY,G9834,DEFAULT,Insole,Frido Dual Gel Pro Insoles - Small,FRIDO,,Small,FR-DGPI-S1,FR-DGPI-S1,,50,59,,40,GOOD_INVENTORY,Dual Gel Pro Insoles,PT12518,,,83921
RTDMHN-2627110729,22-04-2026 15:55,01-06-2026 17:57,GOOD_INVENTORY,G9834,DEFAULT,Insole,Frido Dual Gel Pro Insoles - Small,FRIDO,,Small,FR-DGPI-S1,FR-DGPI-S1,,50,59,,40,GOOD_INVENTORY,Dual Gel Pro Insoles,PT12518,,,83921
RTDMHN-2627110730,22-04-2026 15:55,01-06-2026 17:57,GOOD_INVENTORY,G9834,DEFAULT,Insole,Frido Dual Gel Pro Insoles - Small,FRIDO,,Small,FR-DGPI-S1,FR-DGPI-S1,,50,59,,40,GOOD_INVENTORY,Dual Gel Pro Insoles,PT12518,,,83921
RTDMHN-2627119614,24-04-2026 10:29,01-06-2026 17:57,GOOD_INVENTORY,G9867,DEFAULT,Orthotics,Frido Orthotics Knee Cap Support Grey-L,FRIDO,,,FR-OKCS-GRY-L1,FR-OKCS-GRY-L1,,50,59,,38,GOOD_INVENTORY,,PT12567,,,83921
RTDMHN-2627119666,24-04-2026 10:29,01-06-2026 17:57,GOOD_INVENTORY,G9867,DEFAULT,Orthotics,Frido Orthotics Knee Cap Support Grey-L,FRIDO,,,FR-OKCS-GRY-L1,FR-OKCS-GRY-L1,,50,59,,38,GOOD_INVENTORY,,PT12567,,,83921
RTDMHN-2627123680,24-04-2026 15:17,01-06-2026 17:57,GOOD_INVENTORY,G9870,DEFAULT,Pillows,Frido Premium Car Back Rest Cushion -Crimson Royale,FRIDO,,,FR-UCBU-CR1,FR-UCBU-CR1,,10,11.8,,38,GOOD_INVENTORY,,PT12574,,,83921
RTDMHN-2627125216,24-04-2026 20:33,01-06-2026 17:57,GOOD_INVENTORY,G9881,DEFAULT,Pillows,Frido Premium Car Neck Rest Cushion - Crimson Royale,FRIDO,,,FR-UCNP-CR1,FR-UCNP-CR1,,0,0,,38,GOOD_INVENTORY,,PT12584,,,83921
RTDMHN-2627125248,24-04-2026 20:33,01-06-2026 17:57,GOOD_INVENTORY,G9881,DEFAULT,Pillows,Frido Premium Car Neck Rest Cushion - Crimson Royale,FRIDO,,,FR-UCNP-CR1,FR-UCNP-CR1,,0,0,,38,GOOD_INVENTORY,,PT12584,,,83921
RTDMHN-2627N128349,25-04-2026 09:53,01-06-2026 17:57,GOOD_INVENTORY,G9885,DEFAULT,Footwear ,Frido Cloud Comfort Shoes - Without lace- Olive UK 9,FRIDO,Olive,9,FR-CCSWL-O-9,FR-CCSWL-O-9,,50,59,,37,GOOD_INVENTORY,,PT12590,,,83921
RTDMHN-2627N128351,25-04-2026 09:53,01-06-2026 17:57,GOOD_INVENTORY,G9885,DEFAULT,Footwear ,Frido Cloud Comfort Shoes - Without lace- Olive UK 9,FRIDO,Olive,9,FR-CCSWL-O-9,FR-CCSWL-O-9,,50,59,,37,GOOD_INVENTORY,,PT12590,,,83921
RTDMHN-2627N129911,25-04-2026 13:37,01-06-2026 18:07,GOOD_INVENTORY,G9891,Display,Footwear ,Frido Women's Ethnic Comfort Flat Sandal - Rose Pink UK-7,FRIDO,,,FR-WECFS-RP-7,FR-WECFS-RP-7,,50,59,,37,GOOD_INVENTORY,,PT12600,,,83921
RTDMHN-2627N137839,27-04-2026 11:49,01-06-2026 17:57,GOOD_INVENTORY,G9906,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-M,FRIDO,,M,FR-HRX-BFSS-M1,FR-HRX-BFSS-M1,,50,59,,35,GOOD_INVENTORY,,PT12635,,,83921
RTDMHN-2627N137845,27-04-2026 11:49,01-06-2026 17:57,GOOD_INVENTORY,G9906,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-M,FRIDO,,M,FR-HRX-BFSS-M1,FR-HRX-BFSS-M1,,50,59,,35,GOOD_INVENTORY,,PT12635,,,83921
RTDMHN-2627N137851,27-04-2026 11:49,01-06-2026 17:57,GOOD_INVENTORY,G9906,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-M,FRIDO,,M,FR-HRX-BFSS-M1,FR-HRX-BFSS-M1,,50,59,,35,GOOD_INVENTORY,,PT12635,,,83921
RTDMHN-2627N138727,27-04-2026 16:22,01-06-2026 17:57,GOOD_INVENTORY,G9915,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-L,FRIDO,,L,FR-HRX-BFSS-L1,FR-HRX-BFSS-L1,,50,59,,35,GOOD_INVENTORY,,PT12647,,,83921
RTDMHN-2627N138802,27-04-2026 16:22,01-06-2026 17:57,GOOD_INVENTORY,G9915,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-L,FRIDO,,L,FR-HRX-BFSS-L1,FR-HRX-BFSS-L1,,50,59,,35,GOOD_INVENTORY,,PT12647,,,83921
RTDMHN-2627N145466,28-04-2026 17:01,01-06-2026 17:57,GOOD_INVENTORY,G9942,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-S,FRIDO,,S,FR-HRX-BFSS-S1,FR-HRX-BFSS-S1,,50,59,,34,GOOD_INVENTORY,,PT12693,,,83921
RTDMHN-2627N145561,28-04-2026 17:01,01-06-2026 17:57,GOOD_INVENTORY,G9942,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-S,FRIDO,,S,FR-HRX-BFSS-S1,FR-HRX-BFSS-S1,,50,59,,34,GOOD_INVENTORY,,PT12693,,,83921
RTDMHN-2627N146616,29-04-2026 08:40,01-06-2026 17:57,GOOD_INVENTORY,G9949,DEFAULT,Footwear ,Frido Women's Ethnic Comfort Flat Sandal - Rose Pink UK-6,FRIDO,,,FR-WECFS-RP-6,FR-WECFS-RP-6,,50,59,,33,GOOD_INVENTORY,,PT12697,,,83921
RTDMHN-2627N151886,30-04-2026 12:10,01-06-2026 17:57,GOOD_INVENTORY,G9978,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-XS,FRIDO,,XS,FR-HRX-BFSS-XS1,FR-HRX-BFSS-XS1,,50,59,,32,GOOD_INVENTORY,,PT12743,,,83921
RTDMHN-2627N151915,30-04-2026 12:10,01-06-2026 17:57,GOOD_INVENTORY,G9978,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-XS,FRIDO,,XS,FR-HRX-BFSS-XS1,FR-HRX-BFSS-XS1,,50,59,,32,GOOD_INVENTORY,,PT12743,,,83921
RTDMHN-2627N151934,30-04-2026 12:10,01-06-2026 17:57,GOOD_INVENTORY,G9978,DEFAULT,Footwear ,Frido x HRX Barefoot Sock Shoe Pro-XS,FRIDO,,XS,FR-HRX-BFSS-XS1,FR-HRX-BFSS-XS1,,50,59,,32,GOOD_INVENTORY,,PT12743,,,83921
RTDMHN-2627N152894,30-04-2026 12:24,01-06-2026 17:57,GOOD_INVENTORY,G9979,DEFAULT,Pillows,Frido Premium Car Wedge Seat Cushion -Sahara Luxe Tan,FRIDO,,,FR-UCWSC-SLT1,FR-UCWSC-SLT1,,0,0,,32,GOOD_INVENTORY,,PT12744,,,83921
RTDMHN-2627N152901,30-04-2026 12:24,01-06-2026 17:57,GOOD_INVENTORY,G9979,DEFAULT,Pillows,Frido Premium Car Wedge Seat Cushion -Sahara Luxe Tan,FRIDO,,,FR-UCWSC-SLT1,FR-UCWSC-SLT1,,0,0,,32,GOOD_INVENTORY,,PT12744,,,83921
RTDMHN-2627N157144,02-05-2026 09:59,01-06-2026 18:07,GOOD_INVENTORY,G10003,Display,Footwear ,Frido Women's�Ethnic�Comfort Flat Sandal - Mocca Mousse-8,FRIDO,Mocca Mousse,8,FR-WECFS-MM-8,FR-WECFS-MM-8,,10,11.8,,30,GOOD_INVENTORY,,PT12775,,,83921
RTDMHN-2627N158434,02-05-2026 11:24,01-06-2026 17:57,GOOD_INVENTORY,G10004,DEFAULT,Insole,Heel Cup (Women) - Frido,FRIDO,,Small,FR-HC-S,FR-HC-S,,50,59,,30,GOOD_INVENTORY,Heel Pad,PT12782,,,83921
RTDMHN-2627N158466,02-05-2026 11:24,01-06-2026 17:57,GOOD_INVENTORY,G10004,DEFAULT,Insole,Heel Cup (Women) - Frido,FRIDO,,Small,FR-HC-S,FR-HC-S,,50,59,,30,GOOD_INVENTORY,Heel Pad,PT12782,,,83921
RTDMHN-2627N158618,02-05-2026 11:24,01-06-2026 17:57,GOOD_INVENTORY,G10004,DEFAULT,Insole,Heel Cup (Women) - Frido,FRIDO,,Small,FR-HC-S,FR-HC-S,,50,59,,30,GOOD_INVENTORY,Heel Pad,PT12782,,,83921
RTDMHN-2627N172926,05-05-2026 08:46,01-06-2026 17:57,GOOD_INVENTORY,G10040,DEFAULT,Pillows,Frido Latex Pillow - Cooling Cover,FRIDO,,,FR-LP-CC-1,FR-LP-CC-1,,10,11.8,,27,GOOD_INVENTORY,,PT12828,,,83921
RTDMHN-2627N172927,05-05-2026 08:46,01-06-2026 18:07,GOOD_INVENTORY,G10040,Display,Pillows,Frido Latex Pillow - Cooling Cover,FRIDO,,,FR-LP-CC-1,FR-LP-CC-1,,10,11.8,,27,GOOD_INVENTORY,,PT12828,,,83921
RTDMHN-2627N172929,05-05-2026 08:46,01-06-2026 17:57,GOOD_INVENTORY,G10040,DEFAULT,Pillows,Frido Latex Pillow - Cooling Cover,FRIDO,,,FR-LP-CC-1,FR-LP-CC-1,,10,11.8,,27,GOOD_INVENTORY,,PT12828,,,83921
RTDMHN-2627N174943,05-05-2026 14:08,01-06-2026 17:57,GOOD_INVENTORY,G10053,DEFAULT,Socks,Frido Active Socks Core Black - Medium,FRIDO,Core Black,,FR-ASCB-M1,FR-ASCB-M1,,50,59,,27,GOOD_INVENTORY,,PT12845,,,83921
RTDMHN-2627N174952,05-05-2026 14:08,01-06-2026 17:57,GOOD_INVENTORY,G10053,DEFAULT,Socks,Frido Active Socks Core Black - Medium,FRIDO,Core Black,,FR-ASCB-M1,FR-ASCB-M1,,50,59,,27,GOOD_INVENTORY,,PT12845,,,83921
RTDMHN-2627N176368,05-05-2026 15:03,01-06-2026 17:57,GOOD_INVENTORY,G10058,DEFAULT,Footwear ,Frido Active Walking shoe - Women's - Black-39,FRIDO,Black,6,FR-AWS-W-6-B1,FR-AWS-W-6-B1,,10,11.8,,27,GOOD_INVENTORY,,PT12851,,,83921
RTDMHN-2627N176375,05-05-2026 15:03,01-06-2026 17:57,GOOD_INVENTORY,G10058,DEFAULT,Footwear ,Frido Active Walking shoe - Women's - Black-40,FRIDO,Black,7,FR-AWS-W-7-B1,FR-AWS-W-7-B1,,10,11.8,,27,GOOD_INVENTORY,,PT12851,,,83921
RTDMHN-2627N177855,05-05-2026 16:03,01-06-2026 17:57,GOOD_INVENTORY,G10064,DEFAULT,Orthotics,Kinesiology Tape - LIGHT BLUE,FRIDO,,,FR-KT-LB1,FR-KT-LB1,,50,59,,27,GOOD_INVENTORY,,PT12857,,,83921
RTDMHN-2627N177869,05-05-2026 16:03,01-06-2026 17:57,GOOD_INVENTORY,G10064,DEFAULT,Orthotics,Kinesiology Tape - LIGHT BLUE,FRIDO,,,FR-KT-LB1,FR-KT-LB1,,50,59,,27,GOOD_INVENTORY,,PT12857,,,83921
RTDMHN-2627N180318,06-05-2026 08:11,01-06-2026 18:07,GOOD_INVENTORY,G10074,Display,Footwear ,Frido Cloud Comfort Arch Support Slippers - Soft Peach-9UK,FRIDO,Soft Peach,9,FR-CCASS-09-SP1,FR-CCASS-09-SP1,,50,52.5,,26,GOOD_INVENTORY,,PT12869,,,83921
RTDMHN-2627N180401,06-05-2026 08:15,01-06-2026 17:57,GOOD_INVENTORY,G10074,DEFAULT,Footwear ,Frido Cloud Comfort Shoes - Without lace- Olive UK 8,FRIDO,Olive,8,FR-CCSWL-O-8,FR-CCSWL-O-8,,50,59,,26,GOOD_INVENTORY,,PT12869,,,83921
RTDMHN-2627N180403,06-05-2026 08:15,01-06-2026 17:57,GOOD_INVENTORY,G10074,DEFAULT,Footwear ,Frido Cloud Comfort Shoes - Without lace- Olive UK 8,FRIDO,Olive,8,FR-CCSWL-O-8,FR-CCSWL-O-8,,50,59,,26,GOOD_INVENTORY,,PT12869,,,83921
