Item Code,Item Created On,Item Updated On,Item Status,GRN Number,Shelf Code,Category,Item Type Name,Brand,Colour,Size,Item Type skuCode,Vendor skuCode,Expires On,Unit price without tax,Unit price with tax,Custom Field Values,Days in warehouse,Inventory type,Sub_category,Putaway Code,Picklist Code,Gatepass Code,Facility Id
RTDMHN-2627N247955,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Orthotics,Frido Orthotics Knee Cap Support- Grey-M,FRIDO,,,FR-OKCS-GRY-M1,FR-OKCS-GRY-M1,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249639,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249641,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249645,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249646,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249649,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249653,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249664,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249667,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249668,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249670,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249675,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249678,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249679,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249683,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N249684,14-05-2026 15:05,01-06-2026 17:57,GOOD_INVENTORY,G10281,DEFAULT,Pillows,"Frido Ultimate Sleep Pillow - Gel Cloud (Side Sleeping-4"")",FRIDO,,4 Inch,FR-UNFP-M,FR-UNFP-M,,50,59,,18,GOOD_INVENTORY,,PT13123,,,83921
RTDMHN-2627N251515,14-05-2026 19:31,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Neck Rest Cushion -Sahara Luxe Tan,FRIDO,,,FR-UCNP-SLT1,FR-UCNP-SLT1,,10,11.8,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N251526,14-05-2026 19:31,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Neck Rest Cushion -Sahara Luxe Tan,FRIDO,,,FR-UCNP-SLT1,FR-UCNP-SLT1,,10,11.8,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N251533,14-05-2026 19:31,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Neck Rest Cushion -Sahara Luxe Tan,FRIDO,,,FR-UCNP-SLT1,FR-UCNP-SLT1,,10,11.8,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N251550,14-05-2026 19:31,01-06-2026 18:07,GOOD_INVENTORY,G10290,Display,Pillows,Frido Premium Car Neck Rest Cushion -Sahara Luxe Tan,FRIDO,,,FR-UCNP-SLT1,FR-UCNP-SLT1,,10,11.8,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N251556,14-05-2026 19:31,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Neck Rest Cushion -Sahara Luxe Tan,FRIDO,,,FR-UCNP-SLT1,FR-UCNP-SLT1,,10,11.8,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252072,14-05-2026 19:36,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Back Rest Cushion - Sahara Luxe Tan,FRIDO,,,FR-UCBU-SLT1,FR-UCBU-SLT1,,0,0,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252073,14-05-2026 19:36,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Back Rest Cushion - Sahara Luxe Tan,FRIDO,,,FR-UCBU-SLT1,FR-UCBU-SLT1,,0,0,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252074,14-05-2026 19:36,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Back Rest Cushion - Sahara Luxe Tan,FRIDO,,,FR-UCBU-SLT1,FR-UCBU-SLT1,,0,0,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252075,14-05-2026 19:36,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Back Rest Cushion - Sahara Luxe Tan,FRIDO,,,FR-UCBU-SLT1,FR-UCBU-SLT1,,0,0,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252261,14-05-2026 19:40,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Wedge Seat Cushion -Midnight Black,FRIDO,,,FR-UCWSC-MB1,FR-UCWSC-MB1,,0,0,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252262,14-05-2026 19:40,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Wedge Seat Cushion -Midnight Black,FRIDO,,,FR-UCWSC-MB1,FR-UCWSC-MB1,,0,0,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252302,14-05-2026 19:40,01-06-2026 18:07,GOOD_INVENTORY,G10290,Display,Pillows,Frido Premium Car Wedge Seat Cushion -Midnight Black,FRIDO,,,FR-UCWSC-MB1,FR-UCWSC-MB1,,0,0,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252303,14-05-2026 19:40,01-06-2026 17:57,GOOD_INVENTORY,G10290,DEFAULT,Pillows,Frido Premium Car Wedge Seat Cushion -Midnight Black,FRIDO,,,FR-UCWSC-MB1,FR-UCWSC-MB1,,0,0,,18,GOOD_INVENTORY,,PT13132,,,83921
RTDMHN-2627N252486,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252487,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252488,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252489,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252490,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252491,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252492,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252493,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252494,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252495,14-05-2026 21:28,01-06-2026 17:57,GOOD_INVENTORY,G10291,DEFAULT,Pillows,Ultimate Car Neck Pillow - Black,FRIDO,Black,Regular,FR-UCNP-B1,FR-UCNP-B1,,0,0,,18,GOOD_INVENTORY,,PT13134,,,83921
RTDMHN-2627N252894,15-05-2026 01:44,01-06-2026 17:57,GOOD_INVENTORY,G10294,DEFAULT,Socks,Frido Active Socks Cyan - Large,FRIDO,Cyan,,FR-ASC-L1,FR-ASC-L1,,50,59,,17,GOOD_INVENTORY,,PT13137,,,83921
RTDMHN-2627N252898,15-05-2026 01:44,01-06-2026 17:57,GOOD_INVENTORY,G10294,DEFAULT,Socks,Frido Active Socks Cyan - Large,FRIDO,Cyan,,FR-ASC-L1,FR-ASC-L1,,50,59,,17,GOOD_INVENTORY,,PT13137,,,83921
RTDMHN-2627N254021,15-05-2026 10:17,01-06-2026 17:57,GOOD_INVENTORY,G10301,DEFAULT,Pillows,Frido Knee Pillow – Grey,FRIDO,,,FR-KP-G1,FR-KP-G1,,10,11.8,,17,GOOD_INVENTORY,,PT13148,,,83921
RTDMHN-2627N254658,15-05-2026 10:20,01-06-2026 17:57,GOOD_INVENTORY,G10301,DEFAULT,Orthotics,Frido Orthotics Heel Protector - Beige - L,FRIDO,Beige,L,FR-OHP-BG-L1,FR-OHP-BG-L1,,10,11.8,,17,GOOD_INVENTORY,,PT13148,,,83921
RTDMHN-2627N254716,15-05-2026 10:20,01-06-2026 17:57,GOOD_INVENTORY,G10301,DEFAULT,Orthotics,Frido Orthotics Heel Protector - Beige - L,FRIDO,Beige,L,FR-OHP-BG-L1,FR-OHP-BG-L1,,10,11.8,,17,GOOD_INVENTORY,,PT13148,,,83921
